Paragraph_ID,Paragraph,Gold Annotation
P130P4,"Mutanome analysis of gene fusion- derived CASQs can give rise to patient- specific predicted neoepitopes. Moreover, these fusions predicted patterns of immune- cell infiltration within a sub- group of prostate cancer patients.","[{'e1': 'gene fusion- derived CASQs', 'e2': 'patterns of immune- cell infiltration ', 'relation': 'predicted ', 'condition': 'within a sub- group of prostate cancer patients.'}]"
P83P3,"The hedgehog (HH) signaling pathway plays a pivotal role in development and regeneration of the adult prostate, and abnormal HH signaling has been implicated in multiple carcinomas including PCa. In mammals, three HH ligands, sonic (SHH), indian (IHH), and desert (DHH), exert their function by binding to the receptor patched, which relieves inhibition of the transmembrane protein smoothened. SMO activation leads to the formation of GLI2 and GLI3 transcriptional activators, which induce target genes including Gli1 and Ptch1. Because Gli1 expression is dependent on GLI2 and GLI3 activators, it is a sensitive readout of high-level HH signaling. The HH signaling pathway has stage-specific roles during prostate development. During embryonic development HH signaling acts on the mesenchyme to promote ductal extension and branching, whereas at the early postnatal stage HH plays an inhibitory role on ductal morphogenesis. In the adult mouse prostate, our previous study showed that SHH is secreted by basal epithelial cells and signals to progenitors of all four stromal subtypes. A separate study using an IhhCreER knock-in allele revealed that during adult prostate regeneration Ihh is preferentially expressed by epithelial cells between growing buds, and functional studies indicate that IHH negatively regulates epithelial bud formation by downregulating stromal Hgf. However, it has not been addressed experimentally whether any specific function of HH signaling is involved in the stromal changes seen during PCa progression.","[{'e1': 'The hedgehog (HH) signaling pathway ', 'e2': 'pivotal role ', 'relation': 'plays a ', 'condition': 'in development '}, {'e1': 'The HH signaling pathway ', 'e2': 'stage-specific roles ', 'relation': 'has ', 'condition': 'during prostate development'}, {'e1': ' HH signaling ', 'e2': 'the mesenchyme to promote ductal extension and branching', 'relation': 'acts on ', 'condition': ' During embryonic development'}, {'e1': 'HH ', 'e2': 'inhibitory role ', 'relation': 'plays an ', 'condition': 'on ductal morphogenesis'}, {'e1': ' SHH ', 'e2': 'basal epithelial cells ', 'relation': 'is secreted by ', 'condition': ' In the adult mouse prostate'}, {'e1': ' SHH ', 'e2': 'progenitors of all four stromal subtypes', 'relation': 'signals to ', 'condition': ' In the adult mouse prostate'}, {'e1': ' Ihh ', 'e2': 'epithelial cells between growing buds', 'relation': 'is preferentially expressed by ', 'condition': 'during adult prostate regeneration'}]"
P197P3,"The CNA burden of a tumor is the degree to which a tumor’s genome is altered as a percentage of genome length and represents a fundamental measure of genome copy number alteration level. As such, tumor CNA burden, rather than individual CNAs, may be associated with cancer outcomes. While tumor mutational burden predicts response to immunotherapy across multiple cancer types, tumor CNA burden may be prognostic for outcomes such as recurrence and survival. Indeed, we and others have previously found CNA burden and genome-wide CNA patterns to be associated with biochemical recurrence and metastasis in primary prostate cancer, the most common cancer in men, across multiple cohorts. This prognostic significance of tumor CNA burden extends to low and intermediate risk prostate cancer and has the potential to better stratify risk in patients who are considering conservative treatment approaches such as active surveillance to reduce overtreatment.","[{'e1': ' CNA burden', 'e2': 'biochemical recurrence ', 'relation': 'are associated with ', 'condition': 'in primary prostate cancer'}, {'e1': ' genome-wide CNA patterns ', 'e2': 'biochemical recurrence ', 'relation': 'are associated with ', 'condition': 'in primary prostate cancer'}, {'e1': ' CNA burden', 'e2': 'metastasis ', 'relation': 'are associated with ', 'condition': 'in primary prostate cancer'}, {'e1': ' genome-wide CNA patterns ', 'e2': 'metastasis ', 'relation': 'are associated with ', 'condition': 'in primary prostate cancer'}]"
P11PR3,"A total of 2660 patients underwent immediate RP at our institution between 1998 and 2008. Patients were stratified as low, intermediate, or high risk according to the D’Amico clinical risk criteria.","[{'e1': '2660 patients ', 'e2': 'immediate RP ', 'relation': 'underwent ', 'condition': 'at our institution between 1998 and 2008'}]"
P179P2,"Prior to the widespread utilization of prostate-specific antigen in the late 1980s, over 50% of patients who presented with prostate cancer exhibited advanced disease. Now, however, use of the prostate-specific antigen test has resulted in overdiagnosis and the overtreatment of many indolent tumors that would not have caused harm during a patient’s lifetime. In addition, despite early interventions, nearly 20%–40% of patients still experience cancer recurrence following radical prostatectomy.","[{'e1': ' over 50% of patients who presented with prostate cancer ', 'e2': 'advanced disease', 'relation': 'exhibited ', 'condition': 'Prior to the widespread utilization of prostate-specific antigen in the late 1980s'}, {'e1': 'nearly 20%–40% of patients ', 'e2': 'cancer recurrence ', 'relation': 'still experience ', 'condition': 'following radical prostatectomy.'}]"
P194P4,"GPS is a significant predictor of aggressive PCa, independent of PTEN status. After adjustment for GPS results, PTEN was not independently associated with recurrence for PCa.","[{'e1': 'GPS ', 'e2': 'aggressive PCa ', 'relation': 'is a significant predictor of ', 'condition': 'independent of PTEN status'}, {'e1': ' PTEN ', 'e2': 'recurrence for PCa.', 'relation': 'was not independently associated with ', 'condition': 'After adjustment for GPS results'}]"
P47P8,"We evaluated the use of data generated from a clinically available prognostic assay for determining ERG, ETS and SPINK genomic aberrations. Although clinical associations between subtypes and outcomes have been adequately described, little is known about these associations in treatment-free cohorts. In a retrospective case-cohort study of NCCN intermediate and high risk patients who did not undergo adjuvant treatment after radical prostatectomy until the time of metastasis, SPINK1 expression positively correlates with prostate cancer specific mortality after biochemical recurrence and with metastatic progression. Further molecular subtyping of prostate cancer and disease stratification will be important to better identify subsets of post-radical prostatectomy patients who will benefit from adjuvant therapies.","[{'e1': 'SPINK1 expression', 'e2': 'prostate cancer specific mortality ', 'relation': ' positively correlates with ', 'condition': 'after biochemical recurrence '}]"
P60P3,"Advances in next-generation sequencing technologies have enabled thorough characterization of cancer transcriptomes, especially in unraveling the realm of non-coding RNAs. In particular, lncRNAs, a class of ncRNAs, have gained increasing attention as biomarkers due to their tissue- and cancer-specific expression profile. In this study, we assembled and analyzed a large RNA-seq compendium compiled from recent publications from consortiums such as The Cancer Genome Atlas, the Prostate Cancer Foundation/Stand Up to Cancer international team, and others to identify differentially expressed genes, both protein coding and non-coding genes, that are associated with indolent versus aggressive disease. Our results identify PCAT14, a prostate cancer- and lineage-specific lncRNA, as a top differentially expressed gene in this context. We characterize PCAT14 preclinically and demonstrate that it correlates inversely in expression with disease aggressiveness and adds to conventional clinicopathologic risk factors in predicting prognosis in prostate cancer patients. Finally, we develop a novel in-situ hybridization-based approach for detecting PCAT14 in clinical samples.","[{'e1': 'Advances in next-generation sequencing technologies ', 'e2': 'thorough characterization of cancer transcriptomes, ', 'relation': 'have enabled ', 'condition': 'especially in unraveling the realm of non-coding RNAs'}, {'e1': 'PCAT14 ', 'e2': 'disease aggressiveness ', 'relation': 'correlates inversely in expression with ', 'condition': 'in predicting prognosis in prostate cancer patients'}]"
P72P10,"In this study, PITX3 was shown to be aberrantly methylated in prostate carcinomas. PITX3 was hypermethylated in PCa compared to normal adjacent prostate tissue in the training cohort and compared to both normal and benign prostatic hyperplasia in the test study. These findings are in line with previous reports on PITX3 methylation in breast carcinoma.","[{'e1': 'PITX3 ', 'e2': 'aberrantly methylated ', 'relation': 'was shown to be ', 'condition': 'in prostate carcinomas'}]"
P104P7,"Breast cancer is the most frequent cancer in women worldwide and the leading cause of cancer-related deaths in women due to distinct cancer subtypes associated with aggressive progression. Here, we evaluated the expression pattern of PLA2G7 in breast cancer and investigated the molecular processes regulated by PLA2G7 in cultured breast cancer cells.","[{'e1': ' molecular processes ', 'e2': 'PLA2G7 ', 'relation': 'regulated by ', 'condition': 'in cultured breast cancer cells.'}]"
P68P6,"So far, immunohistochemical biomarkers have not been proven successful and may not represent an ideal basis for a robust prognostic test, whereas nucleic acid-based biomarkers appear more promising. Changes in DNA promoter methylation of human genes are of great potential to serve as biomarkers, as they are one of the most common epigenetic alterations in malignant tumors. Furthermore, DNA is highly stable and can be extracted from different materials, for example formalin-fixed paraffin-embedded tissues and body fluids. It has previously been shown that the methylation level of the cysteine dioxygenase 1 (CDO1) promoter region is associated with metastasis in estrogen receptor-positive, lymph node-positive breast cancer patients receiving adjuvant anthracycline treatment. This result was confirmed in a second, independent study. Jeschke and colleagues could demonstrate that CDO1 silencing contributes to reactive oxygen species detoxification capacity and leads to a resistance against reactive oxygen species-generating chemotherapeutics including anthracyclines. Only recently, another study reported that CDO1 promoter hypermethylation has a prognostic value in primary breast cancer patients. Additional studies have shown hypermethylation of the CDO1 promoter region in several solid tumors, such as esophageal, bronchial, urinary bladder, gastric, cholangiocarcinomas, or colorectal carcinomas. Moreover, a correlation between CDO1 promoter hypermethylation and poor survival has been demonstrated in clear cell renal cell carcinoma patients.","[{'e1': 'Changes in DNA promoter methylation of human genes ', 'e2': 'biomarkers', 'relation': 'are of great potential to serve as ', 'condition': ' in malignant tumors. '}, {'e1': 'the methylation level of the cysteine dioxygenase 1 (CDO1) promoter region ', 'e2': 'metastasis ', 'relation': 'is associated with ', 'condition': 'in estrogen receptor-positive'}, {'e1': 'CDO1 promoter hypermethylation ', 'e2': 'poor survival ', 'relation': 'correlates with', 'condition': 'in clear cell renal cell carcinoma patients.'}]"
P74P8,"Considering the genomic landscape, comprehensive single cell sequencing strategies have confirmed that CTC, at least in some clinical settings, are able to capture tumor heterogeneity and can allow a real-time monitoring of the appearance of drug-resistant clones, opening the way to use CTC as a liquid biopsy. Although a number of technical challenges still lie ahead before single cells sequencing techniques can be widely adopted by researchers and clinicians, they represent an invaluable opportunity for a personalized approach. Conversely, the detection of known-drug related molecules on CTC is already under evaluation in clinical trials.","[{'e1': 'CTC ', 'e2': 'a real-time monitoring of the appearance of drug-resistant clones', 'relation': ' can allow ', 'condition': ' in some clinical settings'}]"
P113P28,"RELA also known as NF-kappa-B is a ubiquitous transcription factor involved in many biological processes such as immunity, inflammation, cell growth, differentiation, tumorigenesis and apoptosis. Zinc finger protein SNAI2 is known as a transcriptional repressor that modulates both activator-dependent and basal transcription. SNAI2 regulates cell proliferation and invasiveness of metastatic PCa cell lines. Cellular tumor antigen p53 acts as a tumor suppressor in many tumor types and induces growth arrest or apoptosis depending on the physiological circumstances and cell type.","[{'e1': ' Cellular tumor antigen p53 ', 'e2': 'tumor suppressor ', 'relation': 'acts as a ', 'condition': 'in many tumor types'}]"
P184P14,"All interferons induce sets of interferon-stimulated genes that are overlapping but also distinct. However, among the human interferons, the expression of the recently discovered IFN-λ4, a type-III interferon, is uniquely controlled by genetics. Only carriers of the ΔG allele for the germline variant rs368234815-ΔG/TT in the IFNL4 gene can produce this interferon. This allele is most common in individuals of African ancestry, while it is less common in Europeans and Asians. Moreover, carriers of IFNL4 rs368234815-ΔG have an impaired ability to clear certain viral infections, such as hepatitis C virus, spontaneously or after treatment. One of the mechanisms by which IFN-λ4 renders cells refractory to an antiviral response is the induction of a persistent gene signature that resembles IRDS. Thus, we hypothesized that because IFN-λ4 is produced more commonly in men of African ancestry, it might explain the increased occurrence of IRDS in their tumors, and be of clinical importance. Accordingly, we examined whether IFNL4 rs368234815-ΔG is associated with the development of IRDS in prostate tumors and disease outcomes. Consistent with our hypothesis, we found that IFNL4 rs368234815-ΔG is significantly associated with both the presence of IRDS and an increased all-cause mortality among African-American prostatectomy patients.","[{'e1': 'the expression of IFN-λ4 ', 'e2': 'genetics', 'relation': 'is uniquely controlled by ', 'condition': ' among the human interferons'}, {'e1': 'IFNL4 rs368234815-ΔG', 'e2': 'the presence of IRDS ', 'relation': ' is significantly associated with ', 'condition': ' among African-American prostatectomy patients.'}, {'e1': 'IFNL4 rs368234815-ΔG', 'e2': 'an increased all-cause mortality', 'relation': ' is significantly associated with ', 'condition': ' among African-American prostatectomy patients.'}]"
P81P8,"Molecular mechanisms contributing to therapy resistance in PCa are complex. Recent evidence suggest that PI3K/Akt/phosphatase and tensin homolog (PTEN)/mammalian target of rapamycin (mTOR) signaling pathway, autophagy, epithelial-mesenchymal transition (EMT) and cancer stem cells (CSCs) play important roles in PCa tumorigenesis and may collectively contribute to radioresistance. Activation of the PI3K/Akt pathway confers cancer resistance to radiation, and inhibition of this pathway can re-sensitize PCa cells to IR. Previous data indicates that the PI3K/Akt/mTOR pathway is the most activated pathway associated with radioresistance in three PCa-IRR cell lines developed by irradiating these with 2Gy per day for only five consecutive days. We believe that our DU145-IRR cells, which have survived a significantly higher total dose of RT delivered over several weeks, are representative of a radioresistant phenotype that best mimics the clinical scenario.","[{'e1': 'PI3K/Akt/mTOR pathway', 'e2': 'radioresistance', 'relation': 'is the most activated pathway associated with', 'condition': 'in three PCa-IRR cell lines developed by irradiation with 2 Gy per day for five consecutive days'}]"
P189P5,This study suggests that TTP RNA expression can be used to enhance the accuracy of CAPRA-S to predict outcomes in patients treated with RP.,"[{'e1': 'TTP RNA expression', 'e2': 'the accuracy of CAPRA-S ', 'relation': ' can be used to enhance ', 'condition': 'to predict outcomes in patients treated with RP.'}]"
P47P7,"Therefore, we performed genome-wide transcriptome analysis using data generated while developing a clinically available prognostic assay on a natural history cohort of men who underwent radical prostatectomy without further treatment until the time of metastasis. We also evaluated alternative computational tools for molecular subtyping, and determined clinicopathological and clinical outcomes associations. Finally, we evaluated whether molecular subtyping changes the predictive ability of the genomic assay.","[{'e1': 'a natural history cohort of men ', 'e2': 'radical prostatectomy without further treatment ', 'relation': 'who underwent ', 'condition': 'until the time of metastasis'}]"
P157P4,"The treatment landscape of metastatic castration-resistant prostate cancer and aggressive variant prostate cancer involve several one-size-fits-all approaches with no real stratification of patients or novel targeted therapies, with a few emerging exceptions. The observation that androgen receptor amplification and missense mutations are observed in nearly 70% of metastatic castration-resistant prostate cancer cases has led to the clinical paradigm where all patients are essentially treated with some form of androgen synthesis or androgen receptor function inhibitors. Other genetic alterations have been observed at high frequency in metastatic castration-resistant prostate cancer patients but are not yet predictive for any particular targeted therapy. Recent whole-genome and transcriptome sequencing efforts have identified several genetic aberrations in metastatic castration-resistant prostate cancer patients at lower frequency to include TP53, RB1, PIK3CA/B, BRAF/RAF1, BRCA2, BRCA1, and ATM. In another study, the exomes of over 100 primary prostate adenocarcinomas and normal tissue pairs were sequenced and led to the identification of new recurrent mutations including MED12, FOXA1, and SPOP. It was later shown that recurrent point mutations in SPOP in prostate cancer activates the PI3K/AKT/mTOR and androgen receptor signaling pathways providing functional evidence that this mutation may serve as a predictive biomarker to PI3K or AKT inhibitors in combination with antiandrogens.","[{'e1': ' recurrent point mutations in SPOP', 'e2': 'PI3K/AKT/mTOR ', 'relation': 'activates the ', 'condition': ' in prostate cancer '}]"
P13P15,"Taken together our studies identified novel genes which are differentially expressed and recurrently altered in PC samples. However these genes need further study to confirm their involved in AIPC. Importantly, the candidate genes identified in our screen predicted the recurrence risk in PC patients after prostatectomy, suggesting genetic testing of these candidate genes might predict recurrence risk in the patients. Moreover, our validation demonstrated that suppression of KDM2A could potential block the emergence of AIPC cells following ADT, which might be used as a potential therapeutic target in AIPC. Further, future studies on these genes might be explored to determine if they can be used to predict the therapeutic options to have the best clinical outcome.","[{'e1': 'the candidate genes identified in our screen', 'e2': 'the recurrence risk ', 'relation': ' predicted ', 'condition': 'in PC patients after prostatectomy'}, {'e1': ' genetic testing of these candidate genes', 'e2': 'recurrence risk ', 'relation': ' might predict ', 'condition': 'in the patients'}, {'e1': ' suppression of KDM2A ', 'e2': 'the emergence of AIPC cells ', 'relation': 'could potential block ', 'condition': 'following ADT'}]"
P145P5,"Prostate cancer is the most common cancer by incidence and second most lethal cancer in American males. DNA methylation and histone tail modification are two key epigenetic processes that play vital roles in prostate cancer progression. Histone post-translational modifications including acetylation, methylation, and phosphorylation exist in a highly specific fashion and function to influence gene transcription by interconverting chromatin from its permissive and repressive states. Histone acetyl transferases and deacetylases are enzymes that add or remove acetyl groups on the lysine residues in the N terminal chains of histones. Addition of acetyl groups to histones affects the stability of nucleosomes and alters the access of DNA binding proteins to their recognition sites. The presence of acetylated histones in nucleosomes near transcriptional start sites are generally associated with gene transcription. The histone modulating enzymes can be targeted to specific regions of the genome and show degrees of substrate specificity, properties that are consistent with a role in maintaining a dynamic, acetylation-based epigenetic code.","[{'e1': 'The presence of acetylated histones ', 'e2': 'gene transcription', 'relation': 'are generally associated with ', 'condition': 'in nucleosomes near transcriptional start sites'}]"
P66P4,"Studies herein reveal that AR induces differential transcriptional networks in mitotically active cells, unmasking critical new insight into AR function. Molecular dissection demonstrated that networks specific to actively cycling cells can be subdivided into those that are common to all active phases of the cell cycle, versus those that are specifically enriched in distinct cell cycle phases. Networks identified were strongly associated with novel AR cistromes through genome-wide binding analyses, demonstrating the unexpected finding that AR function is significantly expanded in cells committed to the mitotic cell cycle, and that AR function is sensitive to cell cycle position. Functional analyses unveiled novel mechanisms through which AR likely promotes pro-tumorigenic phenotypes including cell migration and tumor metastases. Of particular significance was the discovery of DEGS1, a desaturase involved primarily in the formation of ceramide, as a key target through which AR promotes pro-metastatic phenotypes. Analyses in human tumor samples further identified DEGS1 as strongly associated with disease progression and poor outcome, outperforming current biomarkers of aggressive disease. Taken together, the studies herein demonstrate that AR signaling is widely expanded in mitotically active cells, and promotes pro-tumorigenic networks underpinning cancer progression.","[{'e1': 'AR ', 'e2': 'differential transcriptional networks ', 'relation': 'induces ', 'condition': 'in mitotically active cells'}, {'e1': 'Networks identified ', 'e2': 'novel AR cistromes ', 'relation': 'were strongly associated with ', 'condition': 'through genome-wide binding analyses'}, {'e1': ' DEGS1 ', 'e2': 'disease progression and poor outcome', 'relation': 'was strongly associated with ', 'condition': 'in human tumor samples'}]"
P109P6,"Needle biopsy GS has been confirmed to be one of the most important prognostic factors of PCa, whereas it remains a poor predictor of clinical outcome. Introducing a histological malignancy score (GS) in 1966, D. Gleason recognized the impact of heterogeneity on GS. Accordingly, he introduced the primary and secondary histologic pattern, when evaluating PCa for obtaining the GS. Moreover, discrepancy between needle biopsy GS and overall GS of radical prostatectomy specimens is a well-known issue, which may influence the clinical outcome after surgical intervention. Histological discrepancy regarding GS can be demonstrated in approximately half of patients undergoing surgery for localized PCa, with the vast majority experiencing an upgrading of GS in their surgical specimen. About 80% of prostatectomy specimens harbor more than one cancer focus that may expose different GS. In addition, the histological GS obtained in the diagnostic needle biopsy is even more critical for non-surgical options such as active surveillance, watchful waiting, or radiotherapy, where the biopsy is the only source of tumor tissue for grading. Among the possible factors contributing to this inconsistency are varying reproducibility of the GS, and most importantly, sampling error due to a limited number of needle biopsies with varying degree of cancer infiltration. Moreover, recent research has disclosed that adoption of the new International Society of Urological Pathology grades would increase the discordance between GS as scored in the needle biopsy and radical prostatectomy. Accordingly, there is an urgent need to define more reliable biomarkers in diagnostic, prognostic and predictive settings that may contribute to solving these clinical challenges.","[{'e1': 'discrepancy between needle biopsy GS and overall GS of radical prostatectomy specimens ', 'e2': ' the clinical outcome ', 'relation': 'may influence', 'condition': 'after surgical intervention'}]"
P87P8,"To investigate if the CWP is activated in prostate cancer, we compared gene expression of the central CWP genes between cancer and normal samples of the main cohort using sample subsets balanced and unbalanced for stroma content according to histopathology. The level of β-catenin, the key component of the CWP pathway, showed no significant altered expression in cancer compared to normal, and two of the main components of the β-catenin destruction complex, GSK3B and AXIN1, were significantly upregulated in cancer. This may suggest increased activity of β-catenin destruction in prostate cancer, contrary to what is expected when the CWP is turned on. Additionally, the Wnt ligand genes associated with the CWP were not significantly changed in cancer compared to normal samples. Other important findings are reduced expression of the receptor FZD1, increased expressions of the antagonist SFRP4 and casein kinase CSNK1E, which support the absence of CWP activation. Although some variations were observed, the lack of upregulation of the main CWP genes suggests no increased expression activity of the CWP in prostate cancer in our main cohort.","[{'e1': ' GSK3B and AXIN1', 'e2': ' upregulated ', 'relation': 'were significantly', 'condition': 'in cancer'}]"
P118P12,"Until recently, cancer biology has been studied at the single-gene level. With the availability of large genomic data sets from the TCGA, whole-genome alterations can now be studied. We performed a comprehensive analysis of how genomic changes compare both across genitourinary cancer types and within grades and stages for each malignancy. We found a wide range for somatic mutation count and copy number variation between and within tumor types. Moreover, we found that for the majority of malignancies, higher levels of mutation count and copy number variation changes were associated with advanced pathologic features. Furthermore, the degree of genomic alteration can correlate with survival. These findings give insight into tumor biology that may have implications for prognosis and therapeutics.","[{'e1': ' higher levels of mutation count ', 'e2': 'advanced pathologic features', 'relation': 'was associated with ', 'condition': ' for the majority of malignancies'}, {'e1': 'copy number variation changes ', 'e2': 'advanced pathologic features', 'relation': 'was associated with ', 'condition': ' for the majority of malignancies'}]"
P37P6,"In this study, we investigate the diagnostic and prognostic biomarker potential of microRNAs (miRNAs) for PC. MicroRNAs comprise an abundant class of endogenous small non-coding RNAs (~22-nt) that control gene expression at the posttranscriptional level. MicroRNAs are transcribed by RNA polymerase II into long, imperfectly paired stem-loop primary miRNAs, which are further processed into hairpin-containing precursor miRNAs, exported to the cytoplasm, and cleaved into a mature ~22-nt miRNA duplex. Mature miRNAs guide the miRNA-induced silencing complex (miRISC) to perfect or near-perfect complementary target mRNAs, resulting in translational inhibition or mRNA degradation. It has been estimated that up to 60% of human mRNAs are regulated by miRNAs, often in a highly cell type-specific manner, and miRNAs are known to influence key cellular processes, e.g. differentiation, cell cycle progression, and apoptosis.","[{'e1': 'MicroRNAs comprise an abundant class of endogenous small non-coding RNAs (~22-nt) ', 'e2': 'gene expression', 'relation': 'that control ', 'condition': ' at the posttranscriptional level'}]"
P85P7,"The four genes identified in our signature, HBEGF, HOXC13, IGFBP2, and SATB1, all play significant roles in the modification of cancer phenotypes. HOXC13, a homeobox-family transcription factor known to control cell proliferation and differentiation, was found to be upregulated in our recurrent prostate cancer samples. HOXC13 has been reported to be upregulated in metastatic melanoma compared to primary tumor tissue. Furthermore, knockdown of HOXC13 has been reported to decrease viability of several cancer cell lines in vitro, including the prostate cancer line PC-3ML. SATB1 is a chromatin organizer responsible for the recruitment of chromatin remodeling proteins, and was found to be downregulated in our recurrent sample cohort. In colorectal cancer, loss of SATB1 was reported to be a strong predictor of worse outcomes. Publicly available microarray data indicates that SATB1 is downregulated in prostate cancer as well as other solid tumors. Increased nuclear localization of SATB1 has been reported to be correlated with increased prostate cancer aggression and invasive potential. Although this runs counter to our observation, it is possible that our recurrent prostate cancer samples may have higher nuclear localization despite lower overall expression. The appearance of IGFBP2 in our gene signature was reassuring, since decreased expression of this gene has been reported to be a predictor of prostate cancer recurrence after radical prostatectomy. The structurally similar protein IGFBP5 has also been found to be downregulated in metastatic prostate cancer. Finally, HBEGF is a ligand of the EGF receptor that also binds heparin. HBEGF has not been studied in prostate cancer, but HBEGF is known to promote invasion and metastasis in breast, colon, and ovarian cancer. HBEGF was unexpectedly downregulated in the recurrent prostate cancer samples, which would appear at odds with its previously documented role in cancer. However, a recent study found that the expression of the growth factor receptor FGFR1 was associated with indolent prostate cancer. While the particular mechanism by which FGFR1 acts to drive this outcome is unknown, HBEGF may function in a similar way.","[{'e1': 'HOXC13 ', 'e2': 'upregulated ', 'relation': 'was found to be ', 'condition': 'in our recurrent prostate cancer samples'}, {'e1': ' HOXC13', 'e2': 'upregulated in metastatic melanoma ', 'relation': ' has been reported to be', 'condition': 'compared to primary tumor tissue'}, {'e1': 'SATB1 ', 'e2': 'downregulated ', 'relation': 'was found to be ', 'condition': 'in our recurrent sample cohort'}, {'e1': 'loss of SATB1 ', 'e2': ' a strong predictor of worse outcomes', 'relation': 'was reported to be', 'condition': ' In colorectal cancer'}, {'e1': 'decreased expression of this gene ', 'e2': ' a predictor of prostate cancer recurrence ', 'relation': 'has been reported to be', 'condition': 'after radical prostatectomy'}, {'e1': 'The structurally similar protein IGFBP5 ', 'e2': 'downregulated', 'relation': 'has also been found to be ', 'condition': ' in metastatic prostate cancer'}, {'e1': 'HBEGF ', 'e2': 'invasion and metastasis', 'relation': 'is known to promote ', 'condition': ' in breast cancer'}, {'e1': 'HBEGF ', 'e2': 'invasion and metastasis', 'relation': 'is known to promote ', 'condition': 'in colon cancer'}, {'e1': 'HBEGF ', 'e2': 'invasion and metastasis', 'relation': 'is known to promote ', 'condition': 'in ovarian cancer'}, {'e1': 'HBEGF ', 'e2': 'downregulated ', 'relation': 'was unexpectedly ', 'condition': 'in the recurrent prostate cancer samples'}, {'e1': 'knockdown of HOXC13 ', 'e2': 'viability of several cancer cell lines', 'relation': 'has been reported to decrease ', 'condition': ' in vitro, including the prostate cancer line PC-3ML'}]"
P11PR9,"It is estimated that up to 60% of men diagnosed by PSA screening have low-risk PCa, yet most of these men undergo invasive treatment involving surgery or radiotherapy.","[{'e1': '60% of men diagnosed', 'e2': 'low-risk PCa', 'relation': ' have ', 'condition': 'by PSA screening '}]"
P44P7,"GS 7 prostate cancer is composed of a mixture of regular tumor glands (Gleason grade 3) and aberrant glandular tumor structures (Gleason grade 4). Due to tumor heterogeneity, diagnostic biopsies might only sample Gleason grade 3 tumor areas leaving clinically relevant Gleason grade 4 patterns undiscovered. We hypothesize that Gleason grade 3 tumor glands embedded in GS 7 prostate cancer have different molecular expression profiles than Gleason grade 3 tumor glands embedded in GS 6 cancer.","[{'e1': 'Gleason grade 3 tumor glands embedded in GS 7 prostate cancer', 'e2': 'Gleason grade 3 tumor glands embedded', 'relation': ' have different molecular expression profiles than ', 'condition': ' in GS 6 cancer.'}]"
P46P3,"Genome sequencing studies have revealed recurrent founder mutations in the substrate-binding cleft of the cullin-RING ubiquitin ligase adaptor speckle-type POZ protein (SPOP) in approximately 10% of primary PC. SPOP proteins harboring PC-specific mutations have been reported as being defective in mediating ubiquitylation and proteasomal degradation of AR and its co-activator NCOA3, and thus promote AR signaling. In agreement with this, enhanced AR signaling has been identified as a cardinal feature of SPOP mutant tumors. Using an unbiased proteomic approach in prostate epithelial cells, we identified TRIM24 (tripartite motif-containing protein 24, also known as TIF1a) as another potential effector protein downstream of SPOP mutations. Moreover, TRIM24 showed reduced ubiquitylation that was accompanied by increased protein levels in the presence of SPOP mutations.","[{'e1': 'Genome sequencing studies ', 'e2': 'recurrent founder mutations ', 'relation': 'have revealed ', 'condition': 'in the substrate-binding cleft of the cullin-RING ubiquitin ligase adaptor speckle-type POZ protein (SPOP) in approximately 10% of primary PC'}, {'e1': 'Genome sequencing studies ', 'e2': 'recurrent founder mutations in the substrate-binding cleft of the cullin-RING ubiquitin ligase adaptor speckle-type POZ protein (SPOP)', 'relation': 'have revealed ', 'condition': ' in approximately 10% of primary PC'}, {'e1': 'SPOP proteins harboring PC-specific mutations ', 'e2': 'defective ', 'relation': 'have been reported as being ', 'condition': 'in mediating ubiquitylation and proteasomal degradation of AR and its co-activator NCOA3'}, {'e1': 'reduced ubiquitylation ', 'e2': 'increased protein levels ', 'relation': 'that was accompanied by ', 'condition': 'in the presence of SPOP mutations.'}]"
P104P1,"Breast cancer is the leading cause of cancer-related deaths in women due to distinct cancer subtypes associated with early recurrence and aggressive metastatic progression. High lipoprotein-associated phospholipase A2 (PLA2G7) expression has previously been associated with aggressive disease and metastasis in prostate cancer. Here, we explore the expression pattern and functional role of PLA2G7 in breast cancer. First, a bioinformatic analysis of genome-wide gene expression data from 970 breast samples was carried out to evaluate the expression pattern of PLA2G7 mRNA in breast cancer. Second, the expression profile of PLA2G7 was studied in 1042 breast cancer samples including 89 matched lymph node metastasis samples using immunohistochemistry. Third, the effect of PLA2G7 silencing on genome-wide gene expression profile was studied and validated in cultured breast cancer cells expressing PLA2G7 at high level. Last, the expression pattern of PLA2G7 mRNA was investigated in 24 nonmalignant tissue samples and 65 primary and 7 metastatic tumour samples derived from various organs using qRT-PCR.","[{'e1': 'High lipoprotein-associated phospholipase A2 (PLA2G7) expression ', 'e2': 'aggressive disease ', 'relation': 'has previously been associated with ', 'condition': 'in prostate cancer'}, {'e1': 'High lipoprotein-associated phospholipase A2 (PLA2G7) expression ', 'e2': 'metastasis ', 'relation': 'has previously been associated with ', 'condition': 'in prostate cancer'}]"
